Description,Amount,Transaction Type,Account Name,Category
Grocery Store,58.29,credit,Silver Card,Food & Drink
Grocery Store,184.81,debit,Checking,Transportation
Shell,33.3,debit,Platinum Card,Transportation
American Tavern,166.06,debit,Silver Card,Food & Drink
Credit Card Payment,47.07,credit,Checking,Food & Drink
State Farm,42.18,credit,Platinum Card,Food & Drink
Internet Service Provider,197.32,debit,Platinum Card,Food & Drink
Hardware Store,184.86,debit,Checking,Food & Drink
Credit Card Payment,73.65,credit,Silver Card,Credit Card Payment
American Tavern,57.06,debit,Silver Card,Food & Drink
Barbershop,45.55,credit,Platinum Card,Utilities & Services
Starbucks,43.26,debit,Platinum Card,Housing
Credit Card Payment,178.76,credit,Platinum Card,Food & Drink
Credit Card Payment,36.2,credit,Checking,Entertainment
City Water Charges,3.71,credit,Platinum Card,Housing
Netflix,169.91,debit,Platinum Card,Food & Drink
Starbucks,12.36,debit,Platinum Card,Transportation
Brunch Restaurant,120.7,debit,Platinum Card,Food & Drink
Wendy's,25.77,debit,Platinum Card,Credit Card Payment
Credit Card Payment,166.9,credit,Platinum Card,Credit Card Payment
Shell,34.87,debit,Platinum Card,Transportation
Credit Card Payment,74.4,debit,Silver Card,Food & Drink
Barbershop,198.87,debit,Platinum Card,Housing
Grocery Store,13.48,debit,Platinum Card,Food & Drink
Internet Service Provider,161.03,debit,Checking,Utilities & Services
Credit Card Payment,83.76,credit,Silver Card,Food & Drink
American Tavern,185.36,credit,Checking,Utilities & Services
Credit Card Payment,61.37,credit,Silver Card,Utilities & Services
BBQ Restaurant,73.73,debit,Silver Card,Credit Card Payment
Credit Card Payment,101.93,credit,Platinum Card,Food & Drink
Grocery Store,114.26,credit,Silver Card,Transportation
Grocery Store,133.74,debit,Checking,Food & Drink
Grocery Store,53.04,debit,Platinum Card,Food & Drink
Thai Restaurant,105.88,credit,Checking,Credit Card Payment
American Tavern,195.71,debit,Checking,Entertainment
Grocery Store,77.85,credit,Platinum Card,Paycheck
Valero,77.74,credit,Platinum Card,Utilities & Services
City Water Charges,93.53,debit,Checking,Utilities & Services
Chick-Fil-A,75.21,debit,Checking,Utilities & Services
Brewing Company,139.71,credit,Platinum Card,Food & Drink
Credit Card Payment,120.55,credit,Platinum Card,Food & Drink
Amazon,190.95,debit,Platinum Card,Housing
Greek Restaurant,127.18,debit,Checking,Credit Card Payment
Brewing Company,197.63,debit,Silver Card,Food & Drink
Grocery Store,123.62,credit,Platinum Card,Food & Drink
QuikTrip,39.97,credit,Silver Card,Food & Drink
Starbucks,90.32,debit,Platinum Card,Shopping
Amazon,96.02,credit,Checking,Credit Card Payment
Grocery Store,84.89,credit,Silver Card,Housing
Mediterranean Restaurant,62.48,credit,Checking,Entertainment
Internet Service Provider,69.36,debit,Checking,Food & Drink
Amazon,78.8,debit,Platinum Card,Shopping
Power Company,120.3,credit,Checking,Paycheck
Belgian Restaurant,183.56,credit,Platinum Card,Shopping
Internet Service Provider,20.99,debit,Silver Card,Credit Card Payment
Grocery Store,99.38,debit,Platinum Card,Housing
Phone Company,33.18,debit,Platinum Card,Shopping
State Farm,97.66,credit,Silver Card,Entertainment
Hardware Store,101.39,debit,Platinum Card,Food & Drink
Biweekly Paycheck,106.72,debit,Platinum Card,Entertainment
Gas Company,65.0,debit,Checking,Utilities & Services
Brewing Company,12.71,debit,Platinum Card,Food & Drink
Seafood Restaurant,97.46,credit,Checking,Food & Drink
Credit Card Payment,152.72,debit,Checking,Credit Card Payment
Credit Card Payment,137.66,debit,Platinum Card,Credit Card Payment
Shell,107.95,credit,Platinum Card,Shopping
Credit Card Payment,144.38,debit,Silver Card,Food & Drink
American Tavern,56.52,credit,Platinum Card,Utilities & Services
Shell,39.1,debit,Platinum Card,Utilities & Services
Grocery Store,109.3,credit,Silver Card,Housing
Mortgage Payment,1247.44,debit,Checking,Housing
BP,24.01,debit,Platinum Card,Transportation
Credit Card Payment,21.82,debit,Platinum Card,Housing
Power Company,8.1,debit,Platinum Card,Utilities & Services
Internet Service Provider,69.99,debit,Checking,Utilities & Services
Biweekly Paycheck,2000.0,credit,Checking,Paycheck
Credit Card Payment,188.69,credit,Checking,Transportation
BP,153.95,debit,Platinum Card,Credit Card Payment
Belgian Restaurant,112.84,credit,Platinum Card,Food & Drink
Gas Company,139.01,credit,Platinum Card,Credit Card Payment
Credit Card Payment,172.97,debit,Checking,Food & Drink
Grocery Store,56.71,debit,Platinum Card,Utilities & Services
Grocery Store,74.24,debit,Silver Card,Transportation
Credit Card Payment,181.56,credit,Checking,Utilities & Services
Internet Service Provider,64.5,credit,Platinum Card,Utilities & Services
Chick-Fil-A,183.28,debit,Platinum Card,Credit Card Payment
Starbucks,183.81,credit,Checking,Food & Drink
Gas Company,133.42,credit,Checking,Shopping
Grocery Store,94.07,credit,Checking,Paycheck
Grocery Store,41.84,debit,Checking,Food & Drink
Grocery Store,91.31,credit,Platinum Card,Utilities & Services
Credit Card Payment,601.4,debit,Checking,Credit Card Payment
Thai Restaurant,165.79,debit,Checking,Entertainment
Netflix,143.6,debit,Checking,Credit Card Payment
American Tavern,163.81,debit,Platinum Card,Entertainment
Chick-Fil-A,193.42,credit,Checking,Food & Drink
Roadside Diner,197.89,debit,Platinum Card,Food & Drink
Gas Company,133.83,debit,Silver Card,Food & Drink
Credit Card Payment,38.28,credit,Platinum Card,Transportation
Internet Service Provider,86.64,credit,Platinum Card,Utilities & Services
Credit Card Payment,9.43,credit,Silver Card,Credit Card Payment
Gas Company,142.46,credit,Checking,Food & Drink
Starbucks,135.22,credit,Checking,Credit Card Payment
Grocery Store,129.64,credit,Platinum Card,Entertainment
Phone Company,187.08,credit,Checking,Shopping
Credit Card Payment,140.87,credit,Platinum Card,Haircut
Credit Card Payment,36.3,credit,Silver Card,Food & Drink
Barbershop,193.23,credit,Platinum Card,Shopping
Internet Service Provider,165.72,debit,Checking,Food & Drink
State Farm,25.52,debit,Silver Card,Haircut
Hardware Store,64.97,debit,Platinum Card,Entertainment
Grocery Store,23.64,credit,Platinum Card,Credit Card Payment
Credit Card Payment,112.46,credit,Platinum Card,Utilities & Services
City Water Charges,59.58,debit,Platinum Card,Shopping
Grocery Store,186.85,credit,Checking,Food & Drink
Valero,13.84,debit,Platinum Card,Utilities & Services
Credit Card Payment,189.8,credit,Checking,Utilities & Services
Shell,19.58,credit,Platinum Card,Transportation
Belgian Restaurant,31.8,debit,Platinum Card,Transportation
American Tavern,92.65,debit,Silver Card,Food & Drink
Pizza Place,20.52,debit,Platinum Card,Food & Drink
Phone Company,171.8,credit,Platinum Card,Utilities & Services
German Restaurant,10.27,debit,Platinum Card,Shopping
Credit Card Payment,190.31,debit,Platinum Card,Entertainment
Mediterranean Restaurant,90.03,credit,Silver Card,Credit Card Payment
Hardware Store,115.87,debit,Checking,Utilities & Services
Grocery Store,187.38,debit,Checking,Food & Drink
Credit Card Payment,59.94,credit,Platinum Card,Shopping
Credit Card Payment,153.68,credit,Checking,Food & Drink
Grocery Store,32.76,debit,Checking,Food & Drink
Barbershop,192.38,debit,Checking,Shopping
Credit Card Payment,199.76,credit,Silver Card,Utilities & Services
Credit Card Payment,93.43,credit,Platinum Card,Housing
Power Company,17.37,debit,Silver Card,Credit Card Payment
Pizza Place,180.04,credit,Silver Card,Food & Drink
Amazon,164.1,debit,Platinum Card,Credit Card Payment
Credit Card Payment,107.81,debit,Platinum Card,Food & Drink
Credit Card Payment,101.26,debit,Checking,Shopping
Grocery Store,136.33,debit,Silver Card,Credit Card Payment
Biweekly Paycheck,110.66,credit,Silver Card,Food & Drink
Brewing Company,8.66,debit,Silver Card,Food & Drink
Shell,166.05,credit,Platinum Card,Food & Drink
Biweekly Paycheck,192.31,debit,Platinum Card,Food & Drink
Roadside Diner,173.22,debit,Platinum Card,Paycheck
Amazon,16.89,debit,Platinum Card,Housing
Brewing Company,126.04,debit,Platinum Card,Utilities & Services
Credit Card Payment,35.17,credit,Checking,Shopping
Credit Card Payment,189.2,credit,Silver Card,Food & Drink
Credit Card Payment,98.7,credit,Checking,Transportation
American Tavern,51.19,debit,Checking,Shopping
Credit Card Payment,53.25,credit,Checking,Paycheck
Gas Company,30.0,debit,Checking,Utilities & Services
Phone Company,113.61,debit,Platinum Card,Transportation
Grocery Store,2.18,credit,Silver Card,Credit Card Payment
Grocery Store,133.4,credit,Platinum Card,Utilities & Services
Phone Company,196.8,credit,Checking,Credit Card Payment
Starbucks,165.01,credit,Silver Card,Food & Drink
Brewing Company,191.73,debit,Platinum Card,Credit Card Payment
American Tavern,41.55,debit,Platinum Card,Credit Card Payment
Netflix,104.71,debit,Platinum Card,Transportation
Internet Service Provider,93.62,debit,Platinum Card,Utilities & Services
Mike's Construction Co.,172.36,debit,Silver Card,Food & Drink
Grocery Store,54.41,debit,Checking,Utilities & Services
Best Buy,92.25,credit,Silver Card,Credit Card Payment
American Tavern,102.34,debit,Checking,Food & Drink
Credit Card Payment,114.53,debit,Silver Card,Entertainment
Biweekly Paycheck,158.1,credit,Platinum Card,Food & Drink
Grocery Store,99.6,credit,Silver Card,Food & Drink
Grocery Store,89.69,credit,Platinum Card,Food & Drink
Internet Service Provider,67.05,credit,Checking,Utilities & Services
Gas Company,20.27,credit,Platinum Card,Paycheck
Credit Card Payment,149.82,debit,Checking,Paycheck
Greek Restaurant,46.21,debit,Platinum Card,Food & Drink
Fancy Restaurant,154.15,credit,Platinum Card,Entertainment
German Restaurant,5.35,debit,Checking,Food & Drink
Credit Card Payment,171.86,credit,Silver Card,Food & Drink
Thai Restaurant,187.61,debit,Platinum Card,Utilities & Services
Credit Card Payment,39.79,debit,Platinum Card,Food & Drink
Bakery Place,156.79,credit,Platinum Card,Food & Drink
Brewing Company,64.61,debit,Checking,Food & Drink
Biweekly Paycheck,114.39,debit,Silver Card,Food & Drink
Thai Restaurant,132.33,credit,Checking,Transportation
Brewing Company,161.72,credit,Platinum Card,Food & Drink
American Tavern,31.59,credit,Platinum Card,Utilities & Services
Phone Company,83.13,debit,Silver Card,Shopping
Spotify,10.69,debit,Platinum Card,Entertainment
BP,150.42,debit,Platinum Card,Transportation
Starbucks,193.94,debit,Checking,Transportation
Credit Card Payment,113.47,debit,Silver Card,Credit Card Payment
Shell,28.77,debit,Platinum Card,Transportation
Credit Card Payment,152.75,credit,Platinum Card,Utilities & Services
Greek Restaurant,58.61,debit,Platinum Card,Shopping
Internet Service Provider,74.99,debit,Checking,Utilities & Services
German Restaurant,196.78,debit,Platinum Card,Haircut
Netflix,15.69,debit,Platinum Card,Credit Card Payment
Hardware Store,163.85,debit,Platinum Card,Entertainment
BP,34.63,debit,Platinum Card,Shopping
Grocery Store,160.69,debit,Silver Card,Food & Drink
Credit Card Payment,50.68,credit,Checking,Utilities & Services
Spotify,76.15,debit,Checking,Housing
Japanese Restaurant,20.76,debit,Silver Card,Food & Drink
Internet Service Provider,182.78,debit,Platinum Card,Housing
Grocery Store,199.07,credit,Platinum Card,Transportation
Grocery Store,1.82,credit,Platinum Card,Entertainment
American Tavern,49.27,credit,Checking,Shopping
Brewing Company,106.65,credit,Platinum Card,Utilities & Services
Amazon,74.97,debit,Platinum Card,Shopping
City Water Charges,35.0,debit,Checking,Utilities & Services
Starbucks,190.45,debit,Checking,Food & Drink
Credit Card Payment,149.9,credit,Checking,Entertainment
Netflix,58.32,debit,Silver Card,Shopping
Shell,68.04,credit,Checking,Food & Drink
City Water Charges,28.68,debit,Silver Card,Food & Drink
Credit Card Payment,149.4,credit,Checking,Food & Drink
Phone Company,52.32,debit,Platinum Card,Food & Drink
Amazon,87.89,credit,Silver Card,Paycheck
Power Company,18.43,credit,Platinum Card,Paycheck
Barbershop,58.65,credit,Platinum Card,Transportation
Credit Card Payment,10.3,debit,Checking,Credit Card Payment
Grocery Store,129.92,debit,Platinum Card,Food & Drink
City Water Charges,100.6,credit,Checking,Food & Drink
Gas Company,165.72,credit,Checking,Paycheck
Hardware Store,151.42,debit,Platinum Card,Shopping
Amazon,145.88,debit,Platinum Card,Shopping
Grocery Store,1.71,credit,Checking,Food & Drink
Grocery Store,96.46,debit,Platinum Card,Transportation
Grocery Store,24.63,debit,Platinum Card,Food & Drink
Brewing Company,191.08,debit,Silver Card,Food & Drink
Amazon,179.69,credit,Silver Card,Housing
City Water Charges,12.2,debit,Silver Card,Shopping
Mortgage Payment,81.87,credit,Silver Card,Utilities & Services
Credit Card Payment,94.2,debit,Platinum Card,Food & Drink
Hardware Store,15.47,debit,Platinum Card,Housing
Phone Company,164.0,credit,Platinum Card,Food & Drink
Amazon,98.92,credit,Platinum Card,Shopping
Starbucks,69.71,debit,Platinum Card,Food & Drink
Credit Card Payment,235.18,debit,Checking,Credit Card Payment
Amazon,86.94,debit,Checking,Shopping
Credit Card Payment,96.6,debit,Platinum Card,Food & Drink
Shell,43.38,debit,Platinum Card,Credit Card Payment
Amazon,109.6,credit,Checking,Utilities & Services
Starbucks,56.94,credit,Platinum Card,Food & Drink
Spotify,130.42,debit,Checking,Housing
City Water Charges,102.93,credit,Checking,Utilities & Services
Mortgage Payment,196.11,credit,Checking,Paycheck
Amazon,49.99,debit,Platinum Card,Shopping
Movie Theater,127.44,debit,Checking,Credit Card Payment
Grocery Store,81.71,credit,Checking,Paycheck
Grocery Store,116.38,credit,Checking,Shopping
Brewing Company,182.68,credit,Silver Card,Food & Drink
Gas Company,29.66,debit,Platinum Card,Food & Drink
Amazon,175.96,debit,Platinum Card,Food & Drink
Grocery Store,35.6,credit,Silver Card,Food & Drink
Credit Card Payment,77.03,debit,Silver Card,Credit Card Payment
Brunch Restaurant,8.0,debit,Silver Card,Food & Drink
Amazon,188.62,debit,Platinum Card,Transportation
Shell,159.43,credit,Checking,Transportation
Shell,34.55,credit,Checking,Food & Drink
Internet Service Provider,25.45,credit,Silver Card,Paycheck
Mexican Restaurant,23.51,debit,Silver Card,Food & Drink
Mortgage Payment,1247.44,debit,Checking,Housing
Shell,12.07,debit,Silver Card,Haircut
Credit Card Payment,111.35,credit,Checking,Credit Card Payment
Grocery Store,96.35,credit,Checking,Transportation
Grocery Store,143.21,debit,Checking,Housing
Amazon,192.53,debit,Silver Card,Food & Drink
Grocery Store,184.99,debit,Checking,Credit Card Payment
Hardware Store,86.97,debit,Silver Card,Housing
Credit Card Payment,13.71,credit,Platinum Card,Food & Drink
Biweekly Paycheck,192.91,credit,Silver Card,Food & Drink
Grocery Store,62.52,credit,Checking,Shopping
Amazon,41.72,debit,Platinum Card,Shopping
Starbucks,116.45,debit,Checking,Credit Card Payment
Shell,70.08,debit,Platinum Card,Transportation
Spotify,190.69,debit,Silver Card,Paycheck
Brewing Company,119.76,credit,Silver Card,Credit Card Payment
Gas Company,10.27,debit,Silver Card,Credit Card Payment
New York Deli,174.69,debit,Checking,Credit Card Payment
Hardware Store,122.72,debit,Silver Card,Transportation
Credit Card Payment,195.81,debit,Checking,Shopping
Power Company,93.12,credit,Platinum Card,Food & Drink
Biweekly Paycheck,14.78,credit,Platinum Card,Food & Drink
Internet Service Provider,2.27,debit,Platinum Card,Food & Drink
Brewing Company,57.53,credit,Silver Card,Food & Drink
Grocery Store,9.87,debit,Checking,Housing
Liquor Store,19.3,debit,Checking,Shopping
Credit Card Payment,61.12,debit,Platinum Card,Paycheck
Grocery Store,106.34,debit,Checking,Credit Card Payment
Japanese Restaurant,97.05,credit,Platinum Card,Food & Drink
Belgian Restaurant,150.23,debit,Checking,Credit Card Payment
Grocery Store,22.85,credit,Checking,Transportation
American Tavern,99.66,debit,Platinum Card,Utilities & Services
Gas Company,6.43,credit,Checking,Transportation
Credit Card Payment,128.52,debit,Checking,Entertainment
Mediterranean Restaurant,185.51,debit,Checking,Transportation
City Water Charges,101.8,debit,Platinum Card,Food & Drink
Netflix,46.0,credit,Silver Card,Food & Drink
Gas Company,42.92,debit,Checking,Paycheck
Amazon,109.91,debit,Checking,Credit Card Payment
Credit Card Payment,8.74,debit,Silver Card,Food & Drink
Starbucks,121.48,debit,Silver Card,Entertainment
Power Company,170.93,credit,Platinum Card,Housing
Biweekly Paycheck,2.93,credit,Platinum Card,Credit Card Payment
Power Company,192.77,credit,Checking,Transportation
Barbershop,110.02,debit,Platinum Card,Food & Drink
Amazon,72.63,credit,Platinum Card,Food & Drink
Grocery Store,3.23,credit,Checking,Food & Drink
Brewing Company,98.45,credit,Platinum Card,Food & Drink
Credit Card Payment,817.14,debit,Checking,Credit Card Payment
Grocery Store,152.28,debit,Checking,Housing
Greek Restaurant,78.64,credit,Silver Card,Housing
Grocery Store,108.12,debit,Silver Card,Housing
Power Company,135.31,credit,Silver Card,Paycheck
Belgian Restaurant,132.76,debit,Checking,Food & Drink
Grocery Store,57.8,debit,Platinum Card,Food & Drink
Grocery Store,199.25,debit,Platinum Card,Credit Card Payment
Power Company,77.77,credit,Silver Card,Food & Drink
Netflix,14.82,debit,Checking,Haircut
